タイトル,あらすじ,ジャンル
はやぶさ 遙かなる帰還,僕らは彼に《希望》を託した。「絶対にあきらめない」日本の技術力･人間力が世界を変える。『はやぶさ』に全てを賭けた日本の科学者と技術者たちの魂の挑戦。JAXA協力のもと完全映画化。『はやぶさ』プロジェクトチームの苛烈な挑戦があった…。,ヒューマンドラマ
張込み,強盗殺人犯を追い二人の刑事が佐賀に向かった。そこには三年前に別れた女がいる。犯人は必ず会いに来る! 刑事がそこで見たものは男と女の哀しい人生だった。,サスペンス／ミステリー
AVN／エイリアンVSニンジャ,時は戦国時代、天正伊賀の乱の頃。宇宙から飛来した未確認飛行物体が、織田軍が迫る伊賀の里近くの森に不時着する。伊賀の上忍は、それを織田の新手の武器と思い、耶麻汰、陣内、寝隅の3人の使い手たちを送り込む。しかし、不時着した謎の物体から現れたのはエイリアンで、その鋭い牙と爪で仲間たちを八つ裂きにしていく!,"アクション,SF,コメディ"
起終点駅 ターミナル,誰とも関わることなく釧路で国選弁護人としてひっそりと生きていた完治 (佐藤浩市)。それはまるで愛した女性を死に追いやってしまった自分自身を裁き罰を課すようでもあった。そんなある日、弁護を担当した若い女性、椎名敦子 (本田翼) が完治の自宅を訪ねてくる。ある人を探して欲しいという依頼だった。個人の依頼は受けないと心に決めて生きてきた完治だったが、家族に見放され誰にも頼ることなく生きてきた敦子の存在は、ずっと止まったままだった完治の心の歯車を少しずつ動かしていく。敦子もまた完治との出会いによって、自分の生きる道を見出していくのだった。そして、人生の終着駅だと思っていた釧路の街は未来へ旅立つ始発駅となり、2人それぞれの新しい人生が動き出そうとしていた。,ヒューマンドラマ
GONIN 2,今回の主役となる5人は何と女性である。それぞれが社会の水に馴染めず、個々の問題を抱え、厭世観に支配され生きている5人の女たち。たまたま居合わせた宝石店で、5人組の宝石強盗に出くわす。だが女たちは怯むどころか逆襲に転じ、拳銃を奪い取り、お互いの名前も知らぬまま、時価10億円の宝石を盗んで逃走してしまう。しかし、宝石を横取りされた強盗の背後には、暴力団の大きな影があった。そして、その暴力団の借金取立てでの暴行により妻を自殺に追い込まれ、復讐に燃える鉄工所の経営者が絡み、三つ巴の壮絶なバトルが始まる…。,アクション
真夜中の招待状,稲川圭子は、恋人の田村樹生のことでK大病院の神経科医･会沢を訪ねた。樹生には熊本の順吉、東海村の和生、沼津の捷平という三人の実兄がいたが、3人とも訳もなく次々と蒸発した。樹生は、今度は自分が理由もなく蒸発するという強迫観念にとらわれてノイローゼに陥った。会沢は、樹生に夢の記述を進める。「人間には夢という形で近い将来起こる危険を予見する能力がある」という。圭子は高まる不安のなか、3人の調査に出かけるが、やがて3人とも11日に消えていることが分かる…。,サスペンス／ミステリー
物置のピアノ,2012年7月。あの震災から一年後の夏。高校3年生の宮本春香が奏でるピアノは薄暗い物置から夏草の薫りの中に溶け込んでゆく…。ある日、東京の大学に通う姉･秋葉が突然帰ってくる。優秀で何でも器用にこなす人気者の秋葉といつも比べられてきた、不器用で臆病な春香。そんな春香にとってピアノを弾いている時が唯一の心安らぐ時間であり、物置は世界の中心だった。宮本家には幼い弟を亡くした悲しい過去の記憶がある。そのことで自分を責め続けてきた春香。物置でピアノを弾くことは、弟への償いでもあった。,"ヒューマンドラマ,青春"
女囚さそり 701号怨み節,刑務所を脱走し、花嫁衣装の着付けをしながら身を隠す、さそりこと松島ナミ。だが、鬼警部･児玉の執拗な捜査により居場所を突き止められて逮捕される。その護送中、取り囲む刑事たちの目を盗んで再び逃走したナミは、場末のヌード劇場へ。そこで、舞台の照明係をしている元学生運動家の工藤と出会う。彼もまた、学生運動で警察に捕まり、自分に壮絶な拷問をかけた刑事に対して復讐の念を抱いていた。その刑事とは、ナミにつきまとうあの児玉だった。ナミは、自分と同じ経験を持つ工藤に心を許すが、やがてその工藤にも裏切られて復讐心を燃やし、児玉と工藤を殺して人間不信の逃走を続けるのだった。,サスペンス／ミステリー
奈緒子,長崎県波切島。誤って海に落ちた奈緒子を助け雄介の父親は命を落とした。それから数年後、雄介は天才ランナーに育ち、奈緒子はそんな彼と偶然再会する。だが、ふたりの時間はあの事故の日以来止まったままになっていた。 彼らの複雑な事情を知った陸上部の西浦監督が、奈緒子をマネージャーとして迎え入れるが…。タスキを繋ぐことで心をひとつにしていく感動の青春映画。,"ヒューマンドラマ,青春"
時代屋の女房,夏の盛りに、銀色の日傘をさしてやってきた女房が、3度目の家出をして6日が過ぎた…直木賞受賞の村松友視の原作を、才匠･森崎東監督がメガホンを取った意欲作。人間っぽく、人なつこい、コクのある人情喜劇の傑作。,"恋愛,ヒューマンドラマ"
明日の記憶,人を愛すること、そして一緒に生きていくこと…。生きることの辛さ、切なさ、そして素晴らしさ…。想い出のすべてを、あなたに託す。若年性認知症に突如襲われた働き盛りのごく普通の男が、その妻とともに喪失を乗り越えていく夫婦の情愛を描く。,ヒューマンドラマ
くも漫。,中川学、29歳。長年のニート生活を経て、父のコネで教育現場の職を得る。初めて人生の歯車が合い始めた高揚感と抑えきれない性欲から、風俗店「オフィスっ娘♥倶楽部」へ繰り出した。そこで出会ったのはNo.1の風俗嬢ゆのあ。最高のサービスを受け、絶頂を迎えるはずが…。まさにその瞬間、くも膜下出血を発症―。完治率わずか30%の病から生還するも、風俗店で倒れたことを家族、親戚にひた隠しにする中川。―笑わずにいられない! でも、決して他人事じゃない! 死の淵から生還した男の〈人生で最も恥ずかしい実録物語〉。,コメディ
犬、走る DOG RACE,野良犬のように走り回って金と獲物を探す新宿警察署の刑事･中山は、外人の売人から暴力的に取り上げたシャブを打ってハイになり、その勢いで暴力バーの客引き嬢を強姦したうえに店を強制捜査して手柄にしたり、また警察情報を流して賄賂を貰う危険極まりない不良刑事だ。その中山とつるむ秀吉、桃花。彼らは裏切りと友情と愛情が同居した不思議な関係を保ちながら欲望のままに歌舞伎町で生きている。そんなある日、秀吉が家に帰ると桃花が死んでいた。誰が? 何故? どうして自分の部屋で? 桃花はいったい誰に殺されたのだ? やがて桃花殺しの犯人が韓国人ヤクザの「愛虎組」組長･権田だと知った中山と秀吉は復讐を決意する。いよいよ警察とヤクザを向うに回した大芝居の幕が上がった。果たして、疾走する二人のゴールに何が…。,"コメディ,サスペンス／ミステリー,アクション"
知らない、ふたり,靴職人見習いの韓国人青年･レオンは、ある日、酔っていた女性･ソナに絡まれる。レオンと同じ店で働き、彼に思いを寄せる日本人･小風。ソナの靴を修理に出しに店に現れたサンスはソナの彼氏･ジウと共に日本語学校に通っていた。日本語学校講師･加奈子は、車いす生活の荒川と付き合っていたが、ジウは密かに加奈子に思いを寄せている。7人の男女が一歩踏み出したときに物語は思わぬ方へ進み出す―。,恋愛
女の一生 (1967),昭和21年春。日本アルプスのふもとの旧家の一人娘伸子は、心も姿も美しくやさしい女だった。彼女は胸をわずらい三年間の長い療養生活を終えて優しい両親の元へ帰ってきた。初夏のある日、信子は戦死した兄の戦友、御木宗一と出会う。互いに惹かれあった二人はやがて結婚。信子は甘い生活を夢見て幸せに胸ふくらませていた。だが彼女の夢はもろくも崩れさる。夫は財産目当ての結婚のために優しさを装っていただけの、粗暴で、色事が好きなどうしようもない男だったのだ。,ヒューマンドラマ
配達されない三通の手紙,山口県萩市の名門、唐沢家。銀行の頭取、唐沢光政には、麗子、紀子、惠子という美人の娘がいた。次女の紀子は、父の銀行の藤沢と婚約していたが、結婚直前に彼は失踪した。そして3年目、突然藤沢が帰ってくる。光政らは激しく拒絶するが、塞ぎ込んでいた紀子が一変し、2人は結婚する。唐沢家に平和な生活が続いていたある日、突然藤沢の妹、智子がやってきて滞在する。そして藤沢の書物を整理していた紀子は、毒物学の本から三通の手紙を発見する。それは、妻の発病から死までを妹に伝える藤沢の手紙だった…。,サスペンス／ミステリー
遙かなる山の呼び声,「お世話になりました。この家で過ごした日のことは、一生忘れません。」『幸福の黄色いハンカチ』の山田洋次監督と高倉健のコンビが、北海道の大自然を背景に描く感動作。北海道、根釧原野の牧場でひっそりと暮らす母と子のもとに、一人の男が現れる。,ヒューマンドラマ
顔,ふとしたことから一躍トップ･モデルの座を手にした女･秋子。だが、彼女は、過去の古傷にふれる執拗な男に脅かされていた。ある日、夜行列車のデッキで揉み合ううちに、男がはずみで転落死する。怪死事件の捜査の網は絞られ、そして意外にも突然目撃者が現われた。他殺か? 過失死か? 大曽根辰保監督が、事件の背後に踊る人間の欲望と愛欲を描いた傑作。,"ヒューマンドラマ,サスペンス／ミステリー"
集団左遷,バブル絶頂期に急成長し、バブル崩壊後、大量の売れ残り物件と余剰人員を抱え経営難に陥った太陽不動産では、副社長の横山の提案で大胆なリストラ計画が実行された。“首都圏特販部”という新規事業部を創設、そこに余剰人員50人を送り込み、達成不可能な販売目標を課して人員の削減を図るというものである。いったんは退職を考えた篠田は本来の仕事に目覚め滝川たちと攻勢に転じるが、宣伝予算･営業予算ゼロ、おまけに横山とその一派の執拗な嫌がらせに合ったりと業績は一向に上がらない。だが、滝川の元恋人･原俊子に書いてもらった記事により“左遷集団”として世間の注目を浴びる事となった特販部は活気づいていくのだが…。,"ヒューマンドラマ,サスペンス／ミステリー"
京都太秦物語,クリーニング店の娘･東出京子は、立命館大学の図書館に勤めている。幼なじみの梁瀬康太は豆腐店の息子で、アルバイトをしながらお笑い芸人を目指している。ある日、京子が図書館で白川文字学を研究する榎大地と出会う。学問一筋の大地は京子にひとめぼれしてしまい、一途な情熱を京子に注ぎ始める。一方、康太は自分の将来に悩み、京子との関係もうまくいかない。大地は京子に、京都を出て留学先の北京に来てほしいと一方的にプロポーズし、新幹線のチケットを無理やり手渡した。翌朝、京都駅に向かう京子がとった決断とは。,"恋愛,青春"
日本の黒い夏 [冤enzai罪],1994年6月27日夜、長野県松本市で起きた「松本サリン事件」は、多数の死傷者を出す大惨事となった。そして、事件の第一通報者でもある一市民が被疑者不詳のまま警察により殺人容疑で家宅捜索をうけた。助けを求めるはずの一本の電話は、思わぬ闇へと繋がっていった…。巨匠･熊井啓監督が渾身の力を込めて贈る感動のエンターテイメント大作!,"ヒューマンドラマ,サスペンス／ミステリー"
三匹の侍,旅の浪人、柴左近は、代官松下宇左衛門支配下の村で騒動に出遭う。凶作と重税に苦しむ農民が代官の娘を人質にして水車小屋にたて篭り、年貢の軽減を訴え出たのだ。持ち前の侠気から農民に加担する柴。悪代官は賞金をつけて不良浪人を差し向けるが、その中の桜京十郎も農民の味方に。そして代官の用心棒、桔梗鋭之助も計略を逃れて駆けつけ、三匹対役人の凄絶な死闘が始まった。,アクション
秋刀魚の味,妻に先立たれながらも、子どもたちは無事に成長し、共に暮らす娘の婚期だけを気にかける平和な生活を送る元海軍将校のサラリーマン。やがて娘を嫁がせる彼の孤独と老いを綴った、名匠小津安二郎監督の遺作でもあるヒューマンコメディ。,"ヒューマンドラマ,コメディ"
彼岸花,巨匠･小津安二郎監督の初のカラー作品。他人には結婚を勧めるが、自分の娘のこととなると冷静でなくなる父親の物語。平山渉は娘、節子には良い縁談をと考えていた。ある日、突然、節子との結婚を了解して欲しいという谷口が平山の会社を訪れ、節子と谷口の交際が発覚。知人の娘の縁談には寛容な平山であったが、節子が相談なしに結婚の約束をしたと知り、激怒する。,ヒューマンドラマ
ポエトリーエンジェル,玉置勤 (岡山天音) は高校卒業後、実家の梅農家で働くが、その仕事に満足していない。妄想癖があり、自分の妄想が発揮できる場所を探していた。そんな玉置がふとしたきっかけで声と言葉のスポーツ“詩のボクシング”の説明会に参加したところ興味を持ち、「詩のボクシング教室」に通うようになる。そこには指導する先生 (角田晃広)、自称のラッパー (芹澤興人)、暗そうな女性 (山田真歩)、年金暮らしの老人 (下條アトム) など、ひとクセある面々が集まっていた。,"青春,ヒューマンドラマ"
激突! 殺人拳,不可能を可能にすると呼ばれる空手、拳法の達人･剣琢磨は、冷酷非情なプロの殺し屋。彼はその超人的な腕を見込まれ、香港に本拠地を持つ極東マフィア組織･五竜会メンバーの牟田口組組長･牟田口連蔵から、ある娘の誘拐を依頼される。その娘とは東南アジアの石油王の一人娘･サライ。だが、彼女を誘拐して石油王国を乗っ取ろうと画策する五竜会の魂胆を知った琢磨は、牟田口らの申し出を断わり、相棒のラクダとともにサライの身辺警護を買って出る。一方、琢磨が敵に廻ったことを知った五竜会会長･王石文こと英国人のキングストンは、九竜魔窟の大ボス･九竜断首 (デインサウ) を雇い入れた。デインサウは大男の蒙古人や盲目の剣客、殺し屋琢磨に復讐心を持つ楯城らを引き連れて日本に乗り込む。果たして琢磨はサライを守りきれるのか!?,"アクション,サスペンス／ミステリー"
ひそひそ星,銀河系ひとつ、鞄ひとつ、太陽7個。地球ひとつ、郵便配達物81個。ぼくひとつ、鈴木洋子ひとつ…。アンドロイドの鈴木洋子は、昭和レトロな内装の宇宙船に乗り込み、滅びゆく絶滅種と認定されている人間たちに、大切な思い出の品などの荷物を届けるために、宇宙を何年も旅している。30デシベル以上の音をたてると人間が死ぬおそれがあるという“ひそひそ星”。洋子は注意深く音を立てないように、ある女性に配達をするのだが―。,"SF,ファンタジー,ヒューマンドラマ"
合葬,慶応四年 (1868年) 明治時代が幕を開けた。将軍の警護および江戸市中の治安維持を目的とした「彰義隊」、これまであまり語られることがなかった。『合葬』は、将軍に熱い忠誠心を持ち、自らの意志で彰義隊に加わった青年･極と、養子先から追い出され、行くあてもなく赴くままに入隊した征之助、彰義隊の存在に異を唱えながらもそこに加わらざるをえなかった悌次郎の、時代に翻弄された数奇な運命を描く。,"ヒューマンドラマ,青春,時代劇"
シャンティ デイズ 365日、幸せな呼吸,門脇麦、道端ジェシカW主演! 日本初、体感型ヨガ･ムービー! 青森から来た田舎娘と東京で活躍するトップモデル。まったく接点のない二人を結びつけたのは、ヨガだった。青森から上京してきた本沢海空 (みく) は、テレビで見かけたトップモデル兼ヨガインストラクターKUMIの美しさに憧れ、彼女のヨガレッスンに通いはじめる。ストーカーのようにつきまとう海空にKUMIはペースを乱されまくるが、海空の屈託のなさは、大都会で一人隙を見せずに頑張ってきたKUMIの心を溶かしていく。,ヒューマンドラマ
天装戦隊ゴセイジャー エピック ON THE ムービー,滅びのプレリュード! その笛が吹き鳴らされるとき、世界が終わる…。地球の平和を乱す悪の軍団と激しい戦いを繰り広げてきた天装戦隊ゴセイジャー。宇宙から降ってきた2つの隕石をめぐって開始される、熾烈な争奪戦。悪意が支配し始めるこの星を護れるのは、彼らしかいない。あのウォースターたちの逆襲を阻止し、輝く空を、母なる海を、豊かな大地を護ってくれ!,"特撮,アクション,キッズ"
花いちもんめ。,元大学教授の考古学者･鷹野冬吉がアルツハイマー性老人痴呆症にかかった。軽いめまい、手足の痺れから始まって、極度の物忘れに家族の顔や名前さえも判らなくなり、遂には失禁、徘徊、妄想と一気に症状が悪化する。大変なのは家族の面々。いったい誰が最後まで看取るのか? ここに痴呆老人を抱えた一族のてんやわんや、のっぴきならない大騒動が始まった…。,ヒューマンドラマ
白昼の死角,東大法学部はじまって以来の秀才と言われた隅田光一は、同級生の鶴岡七郎たちと金融会社「太陽クラブ」を設立するが、闇金融容疑で検挙されたことをきっかけに自殺してしまう。その姿を見た鶴岡は犯罪者として生まれ変わり、手形金融業「六甲商事」を開いた。1億円の融資を求めていた新陽汽船に目をつけた鶴岡は、日本造船重役･木下というニセ者を仕立て上げ、まったく関係のない会社を占拠し、そこを日本造船東京支店としてしまった。参考人として警察に出頭を求められる鶴岡だったが、犯人はあくまでニセ木下。その後も鶴岡は犯罪を繰り返したが捕えられることはなかった。その頃、鶴岡の妻が夫の犯罪と浮気を知り、自殺を遂げる。鶴岡は妻の死の悪夢にうなされながらも、エルバドル共和国公使館を舞台にした3億円の詐欺を仕掛けようとしていた…。,"サスペンス／ミステリー,ヒューマンドラマ"
霧の旗,霧は音をたてて流れる…。女の哀しみは激しい怒りに変わった! 殺人事件の容疑者として逮捕された兄の無実を信じ、高名な弁護士に弁護を依頼する妹。しかし、貧しさゆえに断られた妹は弁護士に復讐を誓う。松本清張原作の映画化。山田監督初のそして唯一のミステリー映画。,ヒューマンドラマ
この男子、石化に悩んでます。,「この男。」シリーズ第4弾。ストレスを感じると身体が石化してしまう症状に悩む、高校生の田万里歩。クラスになかなか馴染めないでいた彼は、留年を機に「自分もキラキラした青春を送りたい」と一念発起。髪型や服装をイマドキにし、話題作りのため流行をチェックしたりするも気持ちばかりが焦っては、空回りする日々を送っていた。クラス担任で石好きの地学教師、穂仁原鉱也は、そんな田万里を気にかけ石化を綺麗だと言う。悩みを相談するうちに穂仁原に惹かれていく田万里だったが…。,アニメ
草原の椅子,血のつながらない子供を愛したとき、もう一度生き抜くと決めた男二人と女一人。大人のための素敵な寓話が誕生した。心の葛藤が、時にユーモラスに、時に優しく丁寧に綴られ、人生の岐路に立った者たちに向けて温かな希望を投げかける。,ヒューマンドラマ
珈琲時光,東京でフリーライターとして暮らす陽子は、シングルマザーの道を選ぼうとしている。上京してきた両親は、なかなか本題を切り出せず、結局一緒になって手土産の肉じゃがをつつくだけ。親友の肇は、実は胸に秘めた陽子への思いを告げられない。そんな日々、陽子は東京の街で自分の周りの大切なものに気づき始める。新しい命のこと、家族、そして、未来を誰かと歩くということを…。,ヒューマンドラマ
北の零年,明治維新の混乱で故郷を追われた人々が、未踏の大地、北海道で新たな国づくりに燃え、厳しい自然と戦いながらたくましく生きていく姿を、史実を背景に描いた愛とロマンの物語。,ヒューマンドラマ
華の乱,激動の、そして革命期でもある明治、大正。晶子(吉永小百合)は親兄弟を捨て、歌の師である与謝野寛(緒形拳)のもとに走る。やがて11人の子持ちとなった晶子は、女流歌人として脚光を浴びる。ある日作家の有島武郎(松田優作)と出会った晶子は、その個性に強く惹かれ...。大正時代に実在した文化人たちに、日本映画界を代表する俳優たちが扮し、その激情の日々を描く。,"恋愛,ヒューマンドラマ"
同じ月を見ている,恋人エミの心臓病を自らの手で治したい一心で、医学の道を進む青年･熊川鉄矢。エミと結婚するという幼い頃から抱き続けた夢の実現を目前に控えた彼の許に、ある知らせが届く。それは、幼馴染みのドンが刑務所を脱走したという知らせだった…。,"恋愛,ヒューマンドラマ"
五瓣の椿,天保五年正月の夜半。本所白河端のむさし屋喜兵衛の寮が不審火で燃え、三人の焼死体が出た。雇人の証言で死骸は、当主の喜兵衛、妻おその、娘おしのと認められた。労がいの喜兵衛は余命幾ばくもなく、おしのは看病に献身していた。だが、おそのは夫の病を気にも留めず淫蕩な日々を送っていた。その年の晩秋。悪名高い男の怪死事件が相次いだ。手口は簪で一突き。なぜか現場には一輪の椿が残されていた。下手人は若い謎の美女。八丁堀の与力、青木の懸命な捜査線上に、やがて意外な人物が浮かび上がった…。,"ヒューマンドラマ,時代劇,サスペンス／ミステリー"
日本春歌考,大学受験のために前橋から上京した中村は、試験場にいた469番の女子受験生に魅力を感じた。また、デモから離れていった教師･大竹と一緒にいた高子にも興味を覚えた。その後、大竹を囲んで男子4人と女子3人で酒席を設けたのだが…。,ヒューマンドラマ
真白の恋,渋谷真白は、生まれてからこれまで、家族と共に富山で暮らしている。見た目にはそれとわからないが、真白には、ごく軽度の知的障がいがある。日常生活に支障はなく、現在は父の営む自転車店の店番をしたり、飼い犬の世話をしたりと、元気に暮らしている。ある日、兄の結婚式で神社を訪れた真白は、東京からやって来たフリーカメラマン、油井景一に出会う。真白の、生まれて初めての恋。応援する人、心配する家族。その中で真白は何を感じ、どう成長していくのか…。自然豊かな富山に暮らす、ひとつの家族の、「優しさ」と「葛藤」を描く。,"ヒューマンドラマ,恋愛"
仁光の受難,僧侶にとって、女犯は大罪―。武州のはずれ、延明寺。謹厳実直な仁光という名の僧侶がいた。仁光は他の誰よりも修行に励む僧侶の鑑だったが、そんな彼にも悩みがあった。それは、女に異常にモテること―。町の若い娘から、熟れた女房、枯れ果てた老女にいたるまで、仁光をもみくちゃにして離さないのだった。ある日の逢魔ヶ刻、仁光は不思議な少女に出逢い、その魔性を開花させてしまう。狂乱の騒動の後、仁光は周囲を惑わす自らの不徳を恥じ、己を見つめ直すための旅に出る。,"コメディ,ヒューマンドラマ,時代劇"
ヘヴンズ ストーリー,8歳の少女サトは、両親と姉を殺され、祖父に引き取られる。サトはテレビ画面の中で「法律が許しても、僕がこの手で犯人を殺してやります」と強く言い放つ人を見た。妻子を殺されたトモキだった。その日から、サトにとってトモキは英雄になった…。,ヒューマンドラマ
鉄男Ⅱ BODY HAMMER,幼いころの記憶を持たない谷口は、妻と3歳の息子とともに平穏に暮らしていたが、彼の前に不気味なスキンヘッドの男たちが現れ、幸福はもろくも崩れ去った。執拗に谷口を翻弄するスキンヘッド軍団と彼らを統率する謎の青年“やつ”。殺意を煽られ、怒りが増幅するに従って、谷口の身体は内側から奇妙な変化を始め、生体実験により脳神経に刺激を与えられるとその肉体は鋼鉄の人間兵器=鉄男と化し、激しい殺戮を繰り返す。破壊の宿命を背負った二人の男、谷口と“やつ”の壮絶な戦いの火蓋が切って落とされる。,"アクション,SF,ホラー"
僕達急行 A列車で行こう,ココから世界のどこだって行ける!! 「鉄っちゃん」「鉄子」というファンの呼称が一般的となり、大企業で働くマイペースな青年と下町の鉄工所の跡取り息子という対照的な二人が、大好きな鉄道を通して友情を育み、恋に仕事に悪戦苦闘する姿を、のびやかなユーモアときらきらするような空気感で綴ったハートフルコメディ。,"コメディ,青春"
電人ザボーガー,秘密殺人強盗機関Σ (シグマ) に父を殺され、復讐を誓った大門豊は地球の平和を守るため、亡き父が作った変形型バイクロボット「ザボーガー」と共に日々闘い続けていた。そんな大門の前に現れた、敵の女サイボーグ･ミスボーグに、大門は好意を持つようになる。だが、それがすべての悲劇の始まりだった…。,"特撮,アクション,SF"
ホタル,激動の「昭和」が終わり「平成」の世が始まったある日、藤枝という男が青森の冬山で亡くなったという知らせに山岡は愕然とする。山岡と藤枝はともに特攻隊の生き残りだった。昭和という時代の後を追い厳寒の雪山を独り歩む藤枝の姿が浮かび、山岡は唇をかみしめる。わずか一月前、故郷の青森から孫娘の真美を連れてはるばる鹿児島の知覧へ来たが、山岡とは会わぬままだった藤枝。毎年冬になると美味しい林檎を送ってくれたあの男がなぜ…。友の想いを痛いほど知っている山岡だったが、それでもそう問いかけずにはいられなかった。,ヒューマンドラマ
つぐみ,生まれつき身体が弱く、甘やかされて育ったつぐみはわがままな18才の少女。しかし死の恐怖と背中合わせの日常を送っているせいなのだろうか、その不思議な生命力にまりあは心をひきつけられるのだ。運命の出会いのように巡り合ったつぐみと恭一は自然にひかれあう。しかしつぐみに横恋慕する不良少年は恭一を許さなかった。愛犬を殺され、恭一に暴力をふるった不良達に復讐を考えるつぐみ。夏は、もう終わりに近づいていた…。,"恋愛,ヒューマンドラマ"
殺人遊戯,“遊戯シリーズ”第2弾。大型拳銃マグナム44を引っ提げた殺し屋･鳴海昌平が5年ぶりに東京に帰ってきた。好評を博した前作『最も危険な遊戯』に次ぐ、主演･松田優作×監督･村川透の強力コンビが再びタッグを組んだハードボイルド･アクション大作。,アクション
ゼブラーマン,哀川翔の主演100本目となる本作、「オーディション」「D.O.A.」「牛頭」の三池崇史を監督に、「木更津キャッツアイ」で哀川を出演させた宮藤官九郎が、「哀川さんの100本目は変身モノだね」の監督の一言に「面白そうですね」とほくそ笑み、脚本を書き上げた。最初のプロットを読んだ哀川は「ぶったまげた」という。そこにいたのはなんと、史上初! 前代未聞! シマウマヒーロー! 「ゼブラーマン」! 鈴木京香･渡部篤郎に加え、内村光良･市川由衣･大杉漣らが「面白い」という理由だけで参加。,"アクション,コメディ"
ポンチョに夜明けの風はらませて,将来に希望を見出せないまま、ただ何となく日々を過ごしていた高校生の又八 (太賀)、ジン (中村蒼)、ジャンボ (矢本悠馬)。卒業を間近に控え、ジンは一流大学への進学を目指し、ジャンボは実家のとんかつ屋を継ぐことを決めていたが、又八だけは何も進路を決められずにいた。“このありふれた日常から少しだけでも抜け出したい”そんな思いを胸に、彼らはジャンボの父親の愛車セルシオに乗って海に向かう。旅の途中でグラビアアイドルの愛 (佐津川愛美)、風俗嬢のマリア (阿部純子) ら刺激的な“大人たち”と出会いながら、普段では味わえない体験をする3人。一方、置いてきぼりをくらい、又八と約束した卒業ライブに向けてギターの練習に明け暮れる中田 (染谷将太)。彼らの「青春」が、今ようやく動き出す!,"青春,ヒューマンドラマ"
利休,時は戦国、安土桃山時代。織田信長、明智光秀、豊臣秀吉と続く権力闘争のなかで、ひたすらお茶の道を追究し、自分の生き方を変えなかった男、千利休。この作品は、美と知の体現者である利休と、絶大な権力を持ちながらも粗野で、利休に羨望と嫉妬の目を向ける秀吉という対照的な男の確執を描いている。,"ヒューマンドラマ,時代劇"
ガンマー第3号 宇宙大作戦,時は未来。限りなく拡がり、神秘と怪奇に満ちた大宇宙に巻き起こる謎の遊星フローラ衝突の危機。地球を遠く離れた宇宙ステーション、ガンマー3号を舞台に、未知の世界からやって来た異種生命体のモンスターと人類の戦い。果たして人類に勝利はあるか? 人類の希望、ガンマー3号の運命は?,"SF,アクション,特撮"
俺達に墓はない,アクションの面白さこそ、映画の原点! これは、その活劇精神をさらに炸裂させる東映ニューアクションの野心作である。「最も危険な遊戯」「殺人遊戯」に続き、80年代を疾走したヒーロー･松田優作が出演。ハードなアクションが続く中、三人の男と一人の女の、友情と殺意が一瞬にして入れ替わる危険な関係がスリルとサスペンスたっぷりに繰り広げられる。,アクション
家路,福島県。東日本大震災による原発事故で立ち入り禁止区域にされ、故郷を追われることになった沢田一家。先祖代々受け継いできた土地や農地に戻ることすらできない彼らは、明日の見えない仮設住宅暮らしに身も心も疲れ果てていた。そんな中、ある事情から家を出たきり音信不通だった次男の次郎が、ひそかに禁止区域に侵入し、故郷の生家へと舞い戻る。電気も水道も途絶えた家に住み着き、次郎は荒れた田畑を耕し始めるのだが…。,ヒューマンドラマ
RAILWAYS 愛を伝えられない大人たちへ,鉄道運転士の滝島徹は、仕事一筋の日々を過ごし、気が付けば59歳。ずっと専業主婦として彼を支えてきた妻の佐和子は55歳。徹の定年退職を1か月後に控え、夫婦は第2の人生を迎えようとしていた。そんなある日、佐和子は結婚を機に辞めた看護師の仕事を再開すると宣言するが、徹は妻の申し出を理解しようとしない。ふたりは口論となり、佐和子は家を飛び出してしまう。一度できた溝は深まる一方で、ついに佐和子は徹に離婚届を手渡す。,ヒューマンドラマ
丹下左膳･百万両の壺,主君に裏切られ、片目片腕を失い侍を捨てた丹下左膳は、窮地を救ってくれたお藤が営む矢場の用心棒として、暮らしていた。ひょんなことから、みなし児のちょび安を引き取ることになった左膳は、ちょび安が偶然持っていた百万両の在処が塗り込められた秘宝“こけ猿の壺”をめぐる争奪戦に巻き込まれる。壺を狙って遅い来る侍たち。左膳は刀を抜き、闘いに立ち向かっていく…!,"アクション,時代劇"
カルテット! ～Quartet!～,永江開(高杉真宙)は将来を有望視されている中学生バイオリニスト。かつては家族でクラシックを演奏する音楽一家だった。ピアノ演奏者だった父直樹(細川茂樹)と、チェロ演奏者だった母ひろみ(鶴田真由)は学生結婚のため音楽を諦め、そして姉美咲(剛力彩芽)は才能ある弟へのコンプレックスでフルートを辞めてしまおうとしていた。家族はバラバラ、さらに父親のリストラで一家には不協和音が鳴り響く。開は再び家族を一つにするため、“家族カルテット”の結成に奮起するのだが…。,"音楽／ライブ,ヒューマンドラマ"
RAILWAYS 49歳で電車の運転士になった男の物語,ただ、がむしゃらに生きてきた。気がつくと、多くのものを失っていた。だから、私は決意した。自分らしさを取り戻し、私らしく生きるために。一流企業に勤める49歳の筒井肇は、家庭を顧みず、忙しく仕事に追われる日々を送っていた。会社での立場は確立するが、妻や娘の心は離れるばかり。そんなある日、故郷の島根で一人暮らしをしている母が倒れたとの連絡が入る。追い打ちをかけるように、同期の親友の事故死の知らせが…。肇はそれをきっかけに仕事一筋の人生に疑問を抱き始める。,ヒューマンドラマ
