タイトル,あらすじ,ジャンル
ウルトラマンゼロ THE MOVIE 超決戦! ベリアル銀河帝国,"邪悪なウルトラマンベリアルが""銀河皇帝カイザーベリアル""として復活し、惑星エスメラルダを襲う。若きヒーロー・ウルトラマンゼロが、その野望に立ち向かう!",キッズ・ファミリー映画
劇場版 あたしンち「情熱のちょ～超能力♪ 母大暴走!」,"ある朝、カミナリの直撃を受けたタチバナ家の母が、超能力を手に入れる。人を助ける""エスパーママン""に変身したのはいいけれど、大変な事件を起こしてしまう。",コメディ・ギャグアニメ
イヴの時間 劇場版,彼らはあくまでも便利な家電。そう考えていた高校生のリクオが知ったのは、アンドロイドたちの秘密の空間。人間とロボット、その境界が少しずつ揺らぎ始める…。,国内SF・ファンタジー
彼岸島,行方不明の兄が生きていると知った高校生の明。仲間たちと共に彼岸島へと向かうが、そこは吸血鬼たちに支配されていた。逃げ道を断たれた明たちは絶体絶命に!?,ホラー
悪人,吉田修一の傑作を李相日監督が大胆に映画化。ある殺人事件に翻弄される男女の愛と引き裂かれる家族の姿を通じて、正義とはなにか、悪とはなにかを問いかける。,日本アカデミー賞受賞映画
nude,芸能人になりたい一心で、高校を卒業してすぐ上京したひろみ。夢を叶えるステップとして、AV出演を決断するが、そこには想像を絶する試練が待ち受けていた…。,実話に基づくヒューマンドラマ
映画 プリキュアオールスターズDX2 希望の光 レインボージュエルを守れ,つぼみとえりかの妖精のパートナーのコフレとシプレが姿を消す。机の上に残された謎の招待券を手がかりに、2人は海の上に浮かぶ遊園地・フェアリーパークへ向かう。,アニメ
瞬 またたき,"恋人と一緒にバイク事故に遭い、彼女だけが無傷で助かった理由。そこには想像を絶する事実と、2人の本能的な想いが生んだ衝撃の""愛のカタチ""があった。",泣けるラブロマンス
映画 プリキュアオールスターズDX みんなともだちっ 奇跡の全員大集合!,ダンスコンテストに出場するため会場に向かうプリキュアたちは、街を飲み込もうとする悪者に遭遇。みなとみらいを舞台に、プリキュアたちが総動員して強敵に挑む。,アニメ
映画 ハートキャッチプリキュア!花の都でファッションショー···ですか!?,ファッションショーに出るためパリにやってきたプリキュアたちは、満月の夜に狼男が現われるという噂を聞く。そんな中、傷だらけの少年が空から舞い降りてくる。,アニメ
ONE PIECE FILM STRONG WORLD,"世界政府の破滅を企み、東の海(イースト・ブルー)に現れた""金獅子のシキ""。次々と街を滅ぼし、ナミを連れ去り、ルフィたちを船から空飛ぶ島へと振り落とす。",日本アカデミー賞受賞映画
ドロップ,不良に憧れて私立の中学から公立中学校に転校したヒロシ。初日に極悪非道なカリスマ不良の達也にぶちのめされるが、口の上手さで不良グループの仲間入りを果たす。,アクションコメディ
我々は有吉を再び訴える 沖縄ﾋｯﾁﾊｲｸ殺人未遂事件の全真相,"”東北横断ヒッチハイク""での愚行・蛮行を反省したお笑い芸人・有吉弘行が再びヒッチハイクに挑戦。沖縄を舞台に稀代のペテン師・有吉の本性が明らかに...。",国内バラエティ・お笑い
大怪獣バトル ウルトラ銀河伝説 THE MOVIE,悪の戦士・ウルトラマンべリアルが、宇宙牢獄から脱出。光の国の太陽を強奪し、ウルトラ戦士達は大ピンチに。怪獣軍団を操るベリアルとの、大バトルが始まる!,キッズ・ファミリー映画
東のエデン 劇場版,滝沢と咲が友人らと共に日本を大惨事から救ってから半年。セレソン達が日本を救うため新たな戦いに挑む。セレソンゲームの最終局面が2部構成で描かれる。,国内SF・ファンタジー
静かなるドン 新章,女性用ランジェリー・メーカーで働く近藤静也。だが、実は、暴力団組長の一人息子だったため、父の死後、嫌々三代目組長を襲名し、二足のわらじを履くことになる。,国内アクション・アドベンチャー
鴨川ホルモー,"大学新入生の安倍が、うっかり入った怪しいサークル""京都青竜会""。そこは、""オニ""と呼ばれる式神を戦わせる謎のバトル、""ホルモー""を行うサークルだった!",国内SF・ファンタジー
Goemon,貧しき者を助ける伝説の大泥棒、石川五右衛門。ある盗品には、織田信長暗殺の真実が隠されていた。過去は再び動き出し、時代を巡る壮絶な物語が幕を開ける!,国内アクション・アドベンチャー
大洗にも星はふるなり,憧れのマドンナから胸ときめく手紙を受け取った5人。同じ手紙を手にした男達は、自分こそが本命とアピール合戦を始める。争いの果てに待つキセキの結末とは!?,ラブコメディ
完全なる飼育 メイド、for you,メイド喫茶の“苺ちゃん”を慕うマンガ喫茶の住み込み店長。ある日気絶した苺を店の個室に監禁する。初めは抵抗する苺も、献身的な愛に徐々に心を許し...。,ヒューマンドラマ
僕の初恋をキミに捧ぐ,心臓病を患う逞(たくま)は幼い頃、自分は20才まで生きられないことを知ってしまう。余命を知りながらも、主治医の娘・繭(まゆ)とひかれ合う気持ちに逆らえない。,泣けるラブロマンス
MW-ムウ-,一晩にして島民全員の命を奪った大惨事。政府が葬り去ったはずのこの事件の記憶は、2人の少年により受け継がれた。そして今、史上最悪の復讐劇が幕を開ける。,国内アクション・アドベンチャー
ハゲタカ,攻撃的なスタイルで敏腕ファンドマネージャーとして知られる男が、経営危機の一歩手前で企業を買収し、再建していく。,ヒューマンドラマ
天使の恋,いじめや援交に手を染める女子高生の理央は、手違いから大学教授の光輝と出会う。秘密を抱えつつも初めて人のことを好きになる理央。一方、光輝は…。,泣けるラブロマンス
静かなるドン 新章2,"昼はサラリーマン、夜は""新鮮組""総長という2つの顔を持つ近藤静也。ある日、ヤクは御法度の新鮮組のシマで、草加組のチンピラが覚醒剤を売る事件が起こる。",国内アクション・アドベンチャー
交響詩篇エウレカセブン ポケットが虹でいっぱい,幼なじみの少女エウレカが何者かに連れ去られてから8年。思わぬ場所で偶然の再会を果たした少年兵レントンは、何としてでもエウレカを救出しようとするが…。,国内SF・ファンタジー
マイマイ新子と千年の魔法,戦後、復興期にある日本の片田舎。祖父から聞いた千年前のにぎやかな都の様子に思いをはせる空想好きな少女は、東京から転校してきた大人しい少女と仲良くなる。,キッズ・ファミリー映画
